model,parameter,h,homo_mean,homo_std,homo_dom_freq,homo_peak_to_peak,hetero_mean,hetero_std,hetero_dom_freq,hetero_peak_to_peak,delta_mean,delta_std,delta_dom_freq,delta_peak_to_peak
JR,q,0.0,3.5915894716670533,2.4550940744834824,2.2972662531589942,9.94733529562083,3.591589471667054,2.4550940744834824,2.2972662531589942,9.94733529562085,4.440892098500626e-16,0.0,0.0,1.9539925233402755e-14
JR,q,0.25,3.5915894716670533,2.4550940744834824,2.2972662531589942,9.94733529562083,3.6019088135106263,1.5113875705482145,2.2972662531589942,7.2194587749116765,0.010319341843572971,0.9437065039352679,0.0,2.7278765207091533
JR,q,0.5,3.5915894716670533,2.4550940744834824,2.2972662531589942,9.94733529562083,3.6255954034262623,0.8665442234843816,2.5269928784748936,4.781522304390084,0.03400593175920896,1.5885498509991007,0.22972662531589938,5.165812991230746
JR,q,0.75,3.5915894716670533,2.4550940744834824,2.2972662531589942,9.94733529562083,3.6265970994076002,0.5715583578519929,2.5269928784748936,3.5079214354039587,0.03500762774054689,1.8835357166314894,0.22972662531589938,6.439413860216871
JR,q,1.0,3.5915894716670533,2.4550940744834824,2.2972662531589942,9.94733529562083,3.6473197906285217,0.4849879267258465,2.067539627843095,2.657946409397855,0.055730318961468406,1.9701061477576358,0.22972662531589938,7.289388886222975
