model,parameter,h,time,homo_trace,hetero_trace
FHN,tau,0.0,27.605521104220845,0.9094369857549599,0.9094369857549611
FHN,tau,0.0,27.705541108221645,0.9087539976679598,0.908753997667959
FHN,tau,0.0,27.805561112222446,0.9080751648737395,0.9080751648737375
FHN,tau,0.0,27.905581116223246,0.9073994581132403,0.9073994581132417
FHN,tau,0.0,28.005601120224046,0.9067259098442022,0.9067259098442019
FHN,tau,0.0,28.105621124224847,0.9060536142411645,0.9060536142411633
FHN,tau,0.0,28.205641128225647,0.9053817271954651,0.9053817271954653
FHN,tau,0.0,28.305661132226447,0.904709466315241,0.9047094663152396
FHN,tau,0.0,28.405681136227244,0.9040361109254285,0.9040361109254307
FHN,tau,0.0,28.505701140228044,0.9033610020677623,0.9033610020677635
FHN,tau,0.0,28.605721144228845,0.9026835425007764,0.9026835425007771
FHN,tau,0.0,28.705741148229645,0.9020031966998039,0.902003196699805
FHN,tau,0.0,28.805761152230446,0.9013194908569765,0.9013194908569772
FHN,tau,0.0,28.905781156231246,0.900632012881225,0.900632012881227
FHN,tau,0.0,29.005801160232046,0.8999404123982794,0.8999404123982798
FHN,tau,0.0,29.105821164232847,0.8992444007506682,0.8992444007506698
FHN,tau,0.0,29.205841168233647,0.8985437509977194,0.8985437509977184
FHN,tau,0.0,29.305861172234447,0.8978382979155596,0.8978382979155594
FHN,tau,0.0,29.405881176235248,0.8971279379971144,0.8971279379971132
FHN,tau,0.0,29.505901180236048,0.8964126294521084,0.8964126294521101
FHN,tau,0.0,29.60592118423685,0.8956923922070654,0.8956923922070668
FHN,tau,0.0,29.70594118823765,0.8949673079053079,0.8949673079053081
FHN,tau,0.0,29.80596119223845,0.8942375199069572,0.8942375199069565
FHN,tau,0.0,29.90598119623925,0.8935032332889341,0.8935032332889351
FHN,tau,0.0,30.00600120024005,0.8927647148449578,0.8927647148449579
FHN,tau,0.0,30.10602120424085,0.8920222930855469,0.8920222930855463
FHN,tau,0.0,30.206041208241647,0.8912763582380187,0.8912763582380175
FHN,tau,0.0,30.306061212242447,0.8905273622464895,0.8905273622464885
FHN,tau,0.0,30.406081216243248,0.8897758187718747,0.8897758187718758
FHN,tau,0.0,30.506101220244048,0.8890223031918887,0.8890223031918895
FHN,tau,0.0,30.60612122424485,0.8882674526010444,0.888267452601043
FHN,tau,0.0,30.70614122824565,0.8875119658106543,0.887511965810655
FHN,tau,0.0,30.80616123224645,0.8867566033488296,0.8867566033488289
FHN,tau,0.0,30.90618123624725,0.8860021874604802,0.8860021874604782
FHN,tau,0.0,31.00620124024805,0.8852496021073153,0.8852496021073171
FHN,tau,0.0,31.10622124424885,0.8844997929678431,0.8844997929678439
FHN,tau,0.0,31.20624124824965,0.8837537674373706,0.8837537674373697
FHN,tau,0.0,31.30626125225045,0.8830125946280035,0.8830125946280032
FHN,tau,0.0,31.40628125625125,0.8822774053686472,0.8822774053686453
FHN,tau,0.0,31.50630126025205,0.8815493922050054,0.8815493922050037
FHN,tau,0.0,31.606321264252852,0.880829809399581,0.8808298093995818
FHN,tau,0.0,31.706341268253652,0.880119972931676,0.8801199729316765
FHN,tau,0.0,31.806361272254453,0.8794211117150631,0.879421111715062
FHN,tau,0.0,31.906381276255253,0.8787293922670413,0.8787293922670423
FHN,tau,0.0,32.00640128025605,0.8780419816693713,0.8780419816693704
FHN,tau,0.0,32.106421284256854,0.8773580906745119,0.8773580906745104
FHN,tau,0.0,32.20644128825765,0.8766769678907882,0.8766769678907879
FHN,tau,0.0,32.306461292258454,0.875997899782392,0.8759978997823911
FHN,tau,0.0,32.40648129625925,0.8753202106693814,0.875320210669382
FHN,tau,0.0,32.506501300260055,0.8746432627276809,0.8746432627276823
FHN,tau,0.0,32.60652130426085,0.8739664559890818,0.8739664559890812
FHN,tau,0.0,32.706541308261656,0.8732892283412418,0.8732892283412406
FHN,tau,0.0,32.80656131226245,0.8726110555276849,0.8726110555276848
FHN,tau,0.0,32.90658131626326,0.8719314511478018,0.8719314511478018
FHN,tau,0.0,33.00660132026405,0.8712499666568495,0.8712499666568486
FHN,tau,0.0,33.10662132426485,0.8705661913659518,0.8705661913659525
FHN,tau,0.0,33.206641328265654,0.8698797524420986,0.8698797524420985
FHN,tau,0.0,33.30666133226645,0.8691903149081465,0.8691903149081476
FHN,tau,0.0,33.406681336267255,0.8684975816428187,0.8684975816428178
FHN,tau,0.0,33.50670134026805,0.8678012933807046,0.8678012933807042
FHN,tau,0.0,33.606721344268855,0.8671012287122604,0.867101228712259
FHN,tau,0.0,33.70674134826965,0.8663972040838085,0.8663972040838094
FHN,tau,0.0,33.806761352270456,0.8656890737975381,0.8656890737975392
FHN,tau,0.0,33.90678135627125,0.8649767300115047,0.8649767300115055
FHN,tau,0.0,34.00680136027206,0.8642601027396302,0.864260102739631
FHN,tau,0.0,34.106821364272854,0.8635391598517032,0.8635391598517025
FHN,tau,0.0,34.20684136827366,0.8628139070733786,0.862813907073378
FHN,tau,0.0,34.306861372274454,0.862084387986178,0.8620843879861774
FHN,tau,0.0,34.40688137627526,0.8613506840274894,0.8613506840274892
FHN,tau,0.0,34.506901380276055,0.8606129144905672,0.8606129144905684
FHN,tau,0.0,34.60692138427686,0.8598712365245323,0.8598712365245312
FHN,tau,0.0,34.706941388277656,0.8591258451343724,0.8591258451343721
FHN,tau,0.0,34.80696139227845,0.8583769731809412,0.8583769731809396
FHN,tau,0.0,34.90698139627926,0.8576248913809591,0.85762489138096
FHN,tau,0.0,35.00700140028005,0.8568699083070133,0.8568699083070136
FHN,tau,0.0,35.10702140428086,0.8561123703875569,0.8561123703875585
FHN,tau,0.0,35.207041408281654,0.8553526619069102,0.8553526619069101
FHN,tau,0.0,35.30706141228246,0.8545912050052592,0.8545912050052595
FHN,tau,0.0,35.407081416283255,0.8538284596786571,0.8538284596786567
FHN,tau,0.0,35.50710142028406,0.8530649237790229,0.8530649237790212
FHN,tau,0.0,35.607121424284855,0.8523011330141429,0.8523011330141422
FHN,tau,0.0,35.70714142828566,0.8515376609476691,0.85153766094767
FHN,tau,0.0,35.807161432286456,0.8507751189991207,0.8507751189991226
FHN,tau,0.0,35.90718143628726,0.8500141564438828,0.8500141564438816
FHN,tau,0.0,36.00720144028806,0.8492554604132074,0.8492554604132053
FHN,tau,0.0,36.10722144428886,0.8484997558942126,0.8484997558942111
FHN,tau,0.0,36.20724144828966,0.8477478057298834,0.8477478057298822
FHN,tau,0.0,36.30726145229046,0.847000410619071,0.8470004106190729
FHN,tau,0.0,36.40728145629126,0.8462584091164933,0.8462584091164923
FHN,tau,0.0,36.50730146029206,0.8455226776327345,0.8455226776327338
FHN,tau,0.0,36.60732146429286,0.8447941304342456,0.8447941304342469
FHN,tau,0.0,36.707341468293656,0.8440737196433434,0.8440737196433433
FHN,tau,0.0,36.80736147229446,0.8433610624525183,0.843361062452517
FHN,tau,0.0,36.90738147629526,0.8426505523315264,0.8426505523315252
FHN,tau,0.0,37.00740148029606,0.8419412178690001,0.8419412178690012
FHN,tau,0.0,37.10742148429686,0.8412327822821234,0.8412327822821238
FHN,tau,0.0,37.20744148829766,0.8405249804929706,0.840524980492972
FHN,tau,0.0,37.30746149229846,0.8398175591285069,0.8398175591285058
FHN,tau,0.0,37.40748149629926,0.8391102765205875,0.8391102765205862
FHN,tau,0.0,37.50750150030006,0.8384029027059586,0.83840290270596
FHN,tau,0.0,37.60752150430086,0.837695219426257,0.8376952194262566
FHN,tau,0.0,37.70754150830166,0.8369870201280101,0.836987020128008
FHN,tau,0.0,37.80756151230246,0.8362781099626353,0.8362781099626347
